Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default",meta:specialk9_internal_id,meta:specialk9_source_url,meta:specialk9_seo_title,meta:specialk9_seo_description
simple,"SLG JLSK9",5999053601195,"Slinga Julius K9",1,0,visible,,"<details><summary>Descripción</summary><section><div>Con la correa de contacto, puede controlar a tu perro con movimientos pequeños y suaves de la muñeca.</div><div>No causa dolor ni sensación de ahogo prolongada en el perro.</div><div>Recomendada para perros agresivos o con ansiedad.</div><div>La función de ahorque ahora está limitada por un tope doble.</div><div>Longitud: 1,1 m</div></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div><p><br></p></section></details><p><br></p>",taxable,,1,6,1,0,0,0.05,0.0,0.0,0.0,1,,,21000.00,"Correas, Correas > Nylon, Todos los Productos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695604554/4540211667.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695604554/4591836864.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695604554/4591841008.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695604554/4591836869.jpg",,,,,"L13 L14,L15 L18,5923050171,BL001-002,LL06",,,,,"Julius K9",,,,,,,,,,,,,,,,695604554,https://www.specialk9.com/Slinga-Julius-K9-p695604554,"Slinga Julius K9","Descripción Con la correa de contacto, puede controlar a tu perro con movimientos pequeños y suaves de la muñeca. No causa dolor ni sensación de ahogo prolongada en el perro. Recomendada para perros agresivos o con ansiedad. La función de ahorque ahora está limitada por un tope doble. Longitud: 1,1…"
simple,TE4001073,,"Soporte para Mancuernas para Adiestramiento",1,1,visible,,"<details><summary>Descripción</summary><section><div>Hecho de aluminio ligero.<br>Fácil de transportar. <br>Impermeable.<br>Capacidad para 4 mancuernas. <br>Accesorio (bolsa de transporte de poliéster)</div><div><br></div><div>Dimensiones</div><div><p>Peso: 2 kg<br>Altura total: 89 cm<br>Ancho: 43 cm<br>Longitud de pata a pata: 65 cm (26 pulgadas)</p></div></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica.</div></section></details>",taxable,,1,0,1,1,0,2.0,0.0,0.0,0.0,1,,,112000.00,"Todos los Productos, Disciplinas",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934265688.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934265693.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4934280820.jpg",,,,,,,,,11,"For Dog Trainers",,,,,,,,,,,,,,,,752779369,https://www.specialk9.com/Soporte-para-Mancuernas-para-Adiestramiento-p752779369,"Soporte para Mancuernas para Adiestramiento","Descripción Hecho de aluminio ligero. Fácil de transportar. Impermeable. Capacidad para 4 mancuernas. Accesorio (bolsa de transporte de poliéster) Dimensiones Peso: 2 kg Altura total: 89 cm Ancho: 43 cm Longitud de pata a pata: 65 cm (26 pulgadas) Garantía Garantía por defectos de fábrica. Cortes y…"
simple,MJS,,"Sticker Malinois con Jacket",1,0,visible,,,taxable,,1,16,1,0,0,0.01,0.0,0.0,0.0,1,,,1500.00,"Stickers, Todos los Productos, Specials",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4540371216.png,,,,,,,,,,,,,,,,,,,,,,,,,,695627635,https://www.specialk9.com/Sticker-Malinois-con-Jacket-p695627635,"Sticker Malinois con Jacket",
simple,MHB,,"Sticker Malinois Heartbeat",1,0,visible,,,taxable,,1,11,1,0,0,0.01,0.0,0.0,0.0,1,,,2000.00,"Stickers, Todos los Productos, Specials",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695633386/4540372145.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,695633386,https://www.specialk9.com/Sticker-Malinois-Heartbeat-p695633386,"Sticker Malinois Heartbeat",
simple,MLSS,,"Sticker Malinois Live",1,0,visible,,,taxable,,1,17,1,1,0,0.01,0.0,0.0,0.0,1,,,1500.00,"Stickers, Todos los Productos, Specials",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4540224670.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,695577698,https://www.specialk9.com/Sticker-Malinois-Live-p695577698,"Sticker Malinois Live",
simple,MOB,,"Sticker Malinois on Board",1,0,visible,,,taxable,,1,3,1,0,0,0.01,0.0,0.0,0.0,1,,,1500.00,"Stickers, Todos los Productos, Specials",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695604556/4540212484.png,,,,,,,,,,,,,,,,,,,,,,,,,,695604556,https://www.specialk9.com/Sticker-Malinois-on-Board-p695604556,"Sticker Malinois on Board",
simple,MPS,,"Sticker Malinois Perfil",1,0,visible,,,taxable,,1,17,1,0,0,0.01,0.0,0.0,0.0,1,,,1500.00,"Stickers, Todos los Productos, Specials",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/4540212447.png,,,,,,,,,,,,,,,,,,,,,,,,,,695604555,https://www.specialk9.com/Sticker-Malinois-Perfil-p695604555,"Sticker Malinois Perfil",
simple,GSWD,,"Sticker Pastor Alemán",1,0,visible,,,taxable,,0,0,1,0,0,0.01,0.0,0.0,0.0,1,,,1500.00,"Stickers, Todos los Productos, Specials",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/695627636/4540372152.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,695627636,https://www.specialk9.com/Sticker-Pastor-Aleman-p695627636,"Sticker Pastor Alemán",
simple,NUP01,,"Suplemento para Soporte Articular e Inmunológico",1,1,visible,,"<p>Suplemento nutricional premium para perros formulado para apoyar la salud articular, el sistema inmunológico y la condición física general. Su mezcla avanzada de glucosamina, condroitina, MSM y vitamina Ester-C® ayuda a mantener articulaciones fuertes, mejorar la movilidad y apoyar la recuperación muscular, siendo ideal para perros activos, deportivos, de trabajo, senior o con desgaste articular.</p><div><section><div><p>La fórmula incluye ingredientes naturales de alta calidad como kelp noruego, linaza molida en frío, hígado deshidratado, aminoácidos, enzimas digestivas, probióticos y cultivos de levadura, que contribuyen al mantenimiento de una piel saludable, pelaje brillante, mejor digestión y mayor absorción de nutrientes.</p><p>Gracias a su contenido de ácidos grasos esenciales, vitaminas y minerales, ayuda a fortalecer el sistema inmune y favorecer el bienestar integral del perro. Además, no contiene trigo, maíz, gluten, rellenos ni conservantes artificiales.</p><p>Puede administrarse seco o mezclado con agua para crear una salsa con sabor a hígado que mejora la palatabilidad y facilita su consumo diario. Recomendado para complementar dietas BARF, alimentación natural o alimento concentrado tradicional.</p></div><div></div><div><div></div></div></section></div><div></div>",taxable,,0,-1,1,0,0,2.27,0.0,0.0,0.0,1,,,94000.00,"Todos los Productos, Alimentos & Suplementos > Suplementos, Alimentos & Suplementos",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/837705079/5786645419.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/837705079/5786686002.png, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/837705079/5786679277.png",,,,,,,,,69,NUPRO®,,,,,,,,,,,,,,,,837705079,https://www.specialk9.com/Suplemento-para-Soporte-Articular-e-Inmunologico-p837705079,"Suplemento para Soporte Articular e Inmunológico","Suplemento nutricional premium para perros formulado para apoyar la salud articular, el sistema inmunológico y la condición física general. Su mezcla avanzada de glucosamina, condroitina, MSM y vitamina Ester-C® ayuda a mantener articulaciones fuertes, mejorar la movilidad y apoyar la recuperación…"
simple,K01,,"Taza de agua antiderrame - Grande",1,0,visible,,"<details><summary>Descripción</summary><section><p>El recipiente de agua a prueba de derrames/salpicaduras, incluso cuando está boca abajo.</p><p>Ideal para usar en vehículos.</p><p>Capacidad de 64 onzas (1.8 Litros)</p></section></details>",taxable,,0,0,1,0,0,0.8,0.0,0.0,0.0,1,,,29500.00,"Todos los Productos, Alimentos & Suplementos, Alimentos & Suplementos > Hidratación",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697664915/4562550767.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697664915/4553932404.jpg",,,,,"3547,SS0129,K05,BT 25I,OZG150",,,,,"Elite K9",,,,,,,,,,,,,,,,697664915,https://www.specialk9.com/Taza-de-agua-antiderrame-Grande-p697664915,"Taza de agua antiderrame - Grande","Descripción El recipiente de agua a prueba de derrames/salpicaduras, incluso cuando está boca abajo. Ideal para usar en vehículos. Capacidad de 64 onzas (1.8 Litros)"
simple,SK9-BBS,,"Taza de Agua Antiderrame - Pequeña",1,0,visible,,"<details><summary>Descripción</summary><section><p>Capacidad de 32 onzas (946 ml)</p><p>El recipiente de agua a prueba de derrames/salpicaduras, incluso cuando está boca abajo.<br>Ideal para usar en vehículos.</p></section></details><p><br></p>",taxable,,1,11,1,0,0,0.42,0.0,0.0,0.0,1,,,21000.00,"Todos los Productos, Alimentos & Suplementos, Alimentos & Suplementos > Hidratación",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697593406/4553437811.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697593406/4562541588.jpg",,,,,"K01,3547,SS0129,K05,BT 25I",,,,,,,,,,,,,,,,,,,,,697593406,https://www.specialk9.com/Taza-de-Agua-Antiderrame-Pequena-p697593406,"Taza de Agua Antiderrame - Pequeña","Descripción Capacidad de 32 onzas (946 ml) El recipiente de agua a prueba de derrames/salpicaduras, incluso cuando está boca abajo. Ideal para usar en vehículos."
variable,BS200,,"Traje Bicolor de Mordida Semi Competencia",1,1,visible,,"<details><summary>Descripción</summary><section><div>El modelo Semi Competition, de estilo belga, ofrece el equilibrio perfecto entre movilidad y protección. Es la opción preferida por decoys experimentados que buscan máxima flexibilidad, ya que permite movimientos ágiles sin comprometer la seguridad. Este traje ayuda a que el perro aprenda a morder al figurante y no solo el material, siendo ideal para entrenamientos de escenario, competencias, trabajo de patrulla y técnicas de combate en el suelo.</div><div>Incluye bolso de almacenamiento y dos mangas internas de neopreno gratuitas para reducir moretones y pellizcos al trabajar con perros de mordida fuerte.<br><br><div>Tipo de producto: Traje de Mordida</div><div>Material: Lino Francés</div><div>Colores disponibles: Azul/Negro, Camuflaje Verde/Negro, Verde Claro/Negro, Verde Olive Drab/Negro, Naranja/Negro, Rosa/Negro, Rojo/Negro, Azul Cielo/Negro, Camuflaje Safari Tan (STC)/Negro, Amarillo/Negro</div></div></section></details><details><summary>Tallas disponibles</summary><section><ul><li>XS</li><li>S</li><li>M</li><li>L</li><li>XL</li><li>XXL</li></ul></section></details>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Todos los Productos, Traje de Mordida",,,https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826423406/5682042035.jpg,,,,,,,,,40,"Elite K9",Talla,"XS, S, M, L, XL, XXL",1,0,,,,,,,,,,,,826423406,https://www.specialk9.com/Traje-Bicolor-de-Mordida-Semi-Competencia-p826423406,"Traje Bicolor de Mordida Semi Competencia","Descripción El modelo Semi Competition, de estilo belga, ofrece el equilibrio perfecto entre movilidad y protección. Es la opción preferida por decoys experimentados que buscan máxima flexibilidad, ya que permite movimientos ágiles sin comprometer la seguridad. Este traje ayuda a que el perro…"
variation,"BS200 XXL",,"Traje Bicolor de Mordida Semi Competencia - XXL",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,1305111.00,,,,,,,BS200,,,,,,,,Talla,XXL,1,0,,,,,,,,,,,,826423406,,,
variation,"BS200 XL",,"Traje Bicolor de Mordida Semi Competencia - XL",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,1305111.00,,,,,,,BS200,,,,,,,,Talla,XL,1,0,,,,,,,,,,,,826423406,,,
variation,"BS200 L",,"Traje Bicolor de Mordida Semi Competencia - L",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,1305111.00,,,,,,,BS200,,,,,,,,Talla,L,1,0,,,,,,,,,,,,826423406,,,
variation,"BS200 M",,"Traje Bicolor de Mordida Semi Competencia - M",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,1305111.00,,,,,,,BS200,,,,,,,,Talla,M,1,0,,,,,,,,,,,,826423406,,,
variation,"BS200 S",,"Traje Bicolor de Mordida Semi Competencia - S",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,1305111.00,,,,,,,BS200,,,,,,,,Talla,S,1,0,,,,,,,,,,,,826423406,,,
variation,"BS200 XS",,"Traje Bicolor de Mordida Semi Competencia - XS",1,,visible,,,taxable,parent,1,0,1,1,0,,,,,,,,1305111.00,,,,,,,BS200,,,,,,,,Talla,XS,1,0,,,,,,,,,,,,826423406,,,
simple,CL35,,"Traje de entrenamiento",1,0,visible,,"<details><summary>Descripción</summary><section><p>Pantalón de entrenamiento hecho de nailon, se pueden lavar a máquina y son muy resistentes a pinchazos, abrasión y desgarros. Cuenta con cremalleras en las pierneras y acolchado resistente en la parte delantera y trasera.<br>La altura y la cintura son ajustables.</p><p>Medidas:<br>Large: 29"" de entrepierna, 19"" de pantorrilla y hasta 40"" de cintura</p></section></details><details><summary>Garantía</summary><section><div>Garantía por defectos de fábrica. Cortes y mordeduras no serán contemplados dentro de la garantía.</div><div><strong>Devoluciones</strong></div><div>Se realiza cambio si el producto presenta defecto de fábrica. </div><div>Muy respetuosamente pedimos que, al momento de solicitarnos un producto, tenga las medidas necesarias.</div><div>No se hacen reembolsos, se hacen cambios por productos disponibles, completando el mismo monto cancelado.</div></section></details>",taxable,,0,0,1,0,0,2.5,0.0,0.0,0.0,1,,,175000.00,"Entrenamiento, Todos los Productos, Indumentaria, Indumentaria > Entrenamiento",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697593293/4553268693.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/697593293/4596436171.png",,,,,,,,,,"Elite K9",,,,,,,,,,,,,,,,697593293,https://www.specialk9.com/Traje-de-entrenamiento-p697593293,"Pantalón de entrenamiento","Descripción Pantalón de entrenamiento hecho de nailon, se pueden lavar a máquina y son muy resistentes a pinchazos, abrasión y desgarros. Cuenta con cremalleras en las pierneras y acolchado resistente en la parte delantera y trasera. La altura y la cintura son ajustables. Medidas: Large: 29"" de…"
variable,BS100,,"Traje de Mordida para Semi Competencia",1,1,visible,,"<details><summary>Descripción</summary><section><p>El traje Semi Competition ofrece un equilibrio ideal entre movilidad y protección, siendo la elección principal de decoys que necesitan máxima flexibilidad. Es perfecto para entrenamientos avanzados, escenarios tácticos y mejorar la técnica de mordida del perro.<br></p><p>Incluye bolso de almacenamiento y dos mangas internas de neopreno para mayor protección al trabajar con perros de mordida fuerte.<br></p><div>Modelo: BS100</div><div>Tipo de producto: Traje de Mordida</div><div>Material: Lino Francés</div><div>Colores disponibles: Negro, Azul Real, Camuflaje Woodland Verde, Verde Olive Drab, Naranja, Rosa, Rojo, Camuflaje Safari Tan, Celeste/Azul Cielo y Amarillo<span></span></div></section></details><details><summary>Tallas disponibles</summary><section><ul><li>XS</li><li>S</li><li>M</li><li>L</li><li>XL</li><li>XXL</li></ul></section></details><p><br></p>",taxable,,,,,,0,0.0,0.0,0.0,0.0,1,,,,"Todos los Productos, Traje de Mordida",,,"https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682013922.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682020626.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682015456.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682013928.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682015462.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682020632.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682006918.jpg, https://d2j6dbq0eux0bg.cloudfront.net/images/104219285/products/826426108/5682006924.jpg",,,,,,,,,39,"Elite K9",Talla,"XS, S, M, L, XL, XXL",1,0,,,,,,,,,,,,826426108,https://www.specialk9.com/Traje-de-Mordida-para-Semi-Competencia-p826426108,"Traje de Mordida para Semi Competencia","Descripción El traje Semi Competition ofrece un equilibrio ideal entre movilidad y protección, siendo la elección principal de decoys que necesitan máxima flexibilidad. Es perfecto para entrenamientos avanzados, escenarios tácticos y mejorar la técnica de mordida del perro. Incluye bolso de…"
